,source,target,rating,ts,time
2719,639,203,1,1306169337,1088
2720,592,589,1,1306170503,1088
2721,589,592,1,1306170604,1088
2722,639,106,1,1306171899,1088
2723,106,639,1,-2147483648,1088
2724,529,628,2,-2147483648,1088
2725,264,45,4,1306177474,1088
2726,544,643,1,-2147483648,1088
2727,84,639,4,1306179853,1088
2728,643,544,1,1306179869,1088
2729,629,482,2,1306179870,1088
2730,482,629,2,1306179950,1088
2731,226,56,2,1306180044,1088
2732,639,84,1,1306180088,1088
2733,636,644,1,1306180143,1088
2734,644,636,1,1306180283,1088
2735,226,6,4,1306180594,1088
2736,203,6,7,1306180972,1088
2737,638,586,1,-2147483648,1088
2738,609,17,1,1306194973,1088
2739,17,645,2,1306197148,1088
2740,645,17,2,1306197582,1088
2741,606,646,1,1306197605,1088
2742,646,606,1,1306197630,1088
2743,589,481,1,1306198863,1088
2744,21,371,1,1306201610,1088
2745,387,589,1,1306201868,1088
2746,589,387,1,1306201877,1088
2747,609,645,1,1306204626,1088
2748,365,626,1,1306204665,1088
2749,626,365,2,1306204678,1088
2750,258,647,1,1306205218,1088
2751,647,258,1,1306205224,1088
2752,455,646,3,1306205284,1088
2753,645,609,1,1306208691,1088
2754,589,648,1,1306209626,1088
2755,648,589,2,1306209635,1088
2756,456,422,1,-2147483648,1088
2757,279,649,1,1306213977,1088
2758,3,279,5,1306214744,1088
2759,649,279,1,1306214966,1088
2760,279,3,5,1306215294,1088
2761,606,310,1,1306235836,1088
2762,310,606,1,1306236075,1088
2763,6,154,3,1306238451,1088
2764,483,650,1,1306256779,1088
2765,650,483,10,1306256819,1088
2766,203,651,1,1306259248,1088
2767,639,652,1,1306264106,1088
2768,652,639,1,1306264155,1088
2769,536,610,1,1306264336,1088
2770,610,536,1,1306264501,1088
2771,338,120,2,1306268291,1088
2772,106,626,1,1306274417,1088
2773,626,106,2,1306277944,1088
2774,132,510,1,1306283838,1088
2775,510,132,1,1306283896,1088
2776,589,609,2,1306289480,1088
2777,609,589,2,1306289485,1088
2778,354,175,5,1306291022,1088
2779,175,354,5,1306291074,1088
2780,424,653,3,1306296838,1088
2781,617,387,1,1306328118,1088
2782,603,593,1,1306330657,1088
2783,593,603,1,1306330772,1088
2784,27,637,1,1306333427,1088
2785,637,27,1,1306333629,1088
2786,0,654,1,1306336012,1088
2787,654,655,1,1306336024,1088
2788,589,378,1,1306336845,1088
2789,650,378,2,1306336896,1088
2790,593,378,1,1306337874,1088
2791,655,654,1,1306339548,1088
2792,378,589,1,-2147483648,1088
2793,378,650,1,1306341075,1088
2794,378,593,1,1306341091,1088
2795,264,639,1,1306342236,1088
2796,639,264,1,1306342291,1088
2797,356,589,2,1306344725,1088
2798,589,356,2,-2147483648,1088
2799,642,529,3,-2147483648,1088
2800,529,642,3,1306347744,1088
2801,311,6,3,1306354061,1088
2802,6,311,3,1306354091,1088
2803,529,605,2,1306354176,1088
2804,605,529,2,-2147483648,1088
2805,657,585,1,1306356046,1088
2806,575,359,1,-2147483648,1088
2807,589,359,1,1306364884,1088
2808,321,6,2,1306365520,1088
2809,6,321,2,1306365541,1088
2810,346,589,1,1306365767,1088
2811,589,346,2,1306365805,1088
2812,106,656,2,1306366321,1088
2813,482,41,1,1306369620,1088
2814,41,482,1,1306369739,1088
2815,519,658,1,1306370581,1088
2816,658,519,1,1306370670,1088
2817,527,646,1,-2147483648,1088
2818,646,527,1,1306372094,1088
2819,132,659,2,1306372937,1088
2820,659,132,2,1306373067,1088
2821,6,625,2,1306374953,1088
2822,656,106,3,1306375408,1088
2823,264,660,1,1306376011,1088
2824,660,264,1,1306376263,1088
2825,660,483,1,1306376758,1088
2826,159,661,1,1306377004,1088
2827,660,359,1,1306377241,1088
2828,359,660,1,1306377377,1088
2829,359,589,1,1306377564,1088
2830,661,159,1,1306377858,1088
2831,163,656,4,-2147483648,1088
2832,656,163,4,1306379153,1088
2833,138,285,1,1306379725,1088
2834,483,661,1,1306379929,1088
2835,661,483,1,1306380012,1088
2836,285,138,1,1306380104,1088
2837,579,6,2,1306380849,1088
2838,6,579,1,1306380888,1088
2839,412,483,1,1306381974,1088
2840,618,54,1,1306383849,1088
2841,508,662,1,1306384021,1088
2842,662,508,1,-2147483648,1088
2843,662,567,1,1306384064,1088
2844,376,650,1,1306393868,1088
2845,650,376,1,1306393877,1088
2846,650,544,1,1306402044,1088
2847,544,650,1,1306402064,1088
2848,600,530,1,1306408214,1088
2849,601,593,1,1306410659,1088
2850,163,593,1,1306410776,1088
2851,593,601,1,1306410782,1088
2852,593,163,1,1306410830,1088
2853,557,600,2,1306413707,1088
2854,593,664,1,-2147483648,1088
2855,664,593,2,1306417127,1088
2856,21,98,1,1306418572,1088
2857,98,21,1,1306418837,1088
2858,601,665,1,1306419626,1088
2859,660,593,1,1306421019,1088
2860,593,660,1,1306421100,1088
2861,665,601,1,1306421598,1088
2862,650,84,1,1306424039,1088
2863,84,650,1,1306424065,1088
2864,544,483,1,1306425811,1088
2865,483,544,1,-2147483648,1088
2866,606,544,1,1306430086,1088
2867,544,606,1,1306430185,1088
2868,530,600,1,1306430374,1088
2869,132,481,2,1306432719,1088
2870,481,132,2,1306432827,1088
2871,603,203,1,1306433903,1088
2872,203,603,1,1306433920,1088
2873,536,667,1,1306436170,1088
2874,529,666,1,1306436238,1088
2875,666,529,1,-2147483648,1088
2876,667,536,1,1306436595,1088
2877,132,350,2,1306438908,1088
2878,656,41,1,1306440580,1088
2879,163,663,2,1306444753,1088
2880,6,598,4,1306446575,1088
2881,598,6,4,1306447007,1088
2882,19,585,2,1306447241,1088
2883,663,163,2,1306447575,1088
2884,350,132,2,1306447677,1088
2885,625,6,3,-2147483648,1088
2886,104,6,4,1306450115,1088
2887,230,481,1,1306452535,1088
2888,163,45,1,1306457032,1088
2889,45,163,1,1306457106,1088
2890,646,264,1,1306458659,1088
2891,585,19,2,1306460473,1088
2892,585,657,2,1306460521,1088
2893,668,6,1,1306462223,1088
2894,668,377,1,1306462252,1088
2895,668,669,1,1306462257,1088
2896,429,670,1,1306463128,1088
2897,670,429,1,1306463206,1088
2898,32,3,5,1306463585,1088
2899,377,668,2,1306463777,1088
2900,613,646,1,1306463947,1088
2901,646,613,1,1306463954,1088
2902,20,334,1,1306463984,1088
2903,282,444,1,1306465742,1088
2904,75,671,4,1306466731,1088
2905,3,32,6,1306469022,1088
2906,497,367,1,1306469779,1088
2907,216,281,2,1306471798,1088
2908,281,216,2,1306472286,1088
2909,420,409,1,1306473523,1088
2910,538,6,6,1306475362,1088
2911,387,483,2,1306476159,1088
2912,483,387,2,1306476233,1088
2913,483,673,2,1306477248,1088
2914,600,557,5,1306479851,1088
2915,606,673,1,1306482599,1088
2916,6,668,3,1306482978,1088
2917,396,278,1,1306485862,1088
2918,669,668,1,1306505198,1088
2919,521,350,2,1306507359,1088
2920,637,676,9,1306510359,1088
2921,0,631,-5,1306513049,1088
2922,677,631,-10,1306514163,1088
2923,556,678,1,1306515333,1088
2924,678,556,1,1306515359,1088
2925,145,679,10,1306515538,1088
2926,45,680,1,1306517470,1088
2927,680,45,10,1306517833,1088
2928,610,677,2,1306518776,1088
2929,679,145,10,1306518922,1088
2930,677,610,2,1306519067,1088
2931,6,114,2,1306519740,1088
2932,644,681,1,1306521897,1088
2933,681,644,1,-2147483648,1088
2934,350,521,2,1306524271,1088
2935,676,637,9,1306525150,1088
2936,681,682,1,1306526397,1088
2937,682,681,1,1306526424,1088
2938,27,163,3,1306527926,1088
2939,163,27,3,1306528050,1088
2940,606,683,1,1306530964,1088
2941,683,606,1,-2147483648,1088
2942,462,440,2,1306533845,1088
2943,6,684,3,1306536996,1088
2944,684,6,2,1306537144,1088
2945,346,677,2,1306537460,1088
2946,45,684,1,1306537798,1088
2947,440,462,2,1306538033,1088
2948,677,346,2,1306539951,1088
2949,510,685,1,1306543347,1088
2950,685,510,1,1306543505,1088
2951,106,679,1,-2147483648,1088
2952,679,106,1,1306543794,1088
2953,497,686,1,1306551790,1088
2954,120,599,2,1306551845,1088
2955,686,497,1,1306551855,1088
2956,686,687,1,1306552571,1088
2957,687,686,1,1306552777,1088
2958,687,347,1,-2147483648,1088
2959,589,347,1,1306553800,1088
2960,347,687,1,1306553874,1088
2961,347,589,1,1306553908,1088
2962,429,551,1,1306554675,1088
2963,551,429,1,1306554698,1088
2964,244,217,4,1306554907,1088
2965,650,508,2,1306557303,1088
2966,313,689,5,1306560700,1088
2967,323,483,6,1306563784,1088
2968,483,323,6,1306563942,1088
2969,688,483,4,1306565871,1088
2970,483,688,4,1306565892,1088
2971,674,666,3,1306576099,1088
2972,429,690,1,1306580277,1088
2973,690,429,2,1306580303,1088
2974,103,147,1,1306606637,1088
2975,147,103,1,-2147483648,1088
2976,3,498,2,1306611684,1088
2977,285,75,5,1306612221,1088
2978,353,691,1,1306613024,1088
2979,611,177,1,1306630032,1088
2980,177,611,1,1306630778,1088
2981,175,455,2,1306633897,1088
2982,455,175,2,1306635761,1088
2983,6,692,2,1306644708,1088
2984,692,6,3,1306644897,1088
2985,392,175,1,1306647594,1088
2986,175,392,1,1306647787,1088
2987,285,14,1,1306682663,1088
2988,589,444,1,1306685052,1088
2989,444,589,2,1306685069,1088
2990,691,693,1,1306685663,1088
2991,617,602,1,1306686801,1088
2992,483,613,6,1306687248,1088
2993,613,483,6,1306687261,1088
2994,483,183,1,1306687772,1088
2995,567,662,1,1306689057,1088
2996,666,530,2,1306692475,1088
2997,530,666,2,1306692638,1088
2998,639,694,1,1306705898,1088
2999,694,639,1,-2147483648,1088
3000,372,551,1,1306706870,1088
3001,551,372,1,1306707017,1088
3002,497,695,1,1306707509,1088
3003,695,497,1,1306709017,1088
3004,338,635,1,1306712165,1088
3005,635,338,1,1306712449,1088
3006,613,132,1,1306720444,1088
3007,132,613,1,1306720458,1088
3008,451,10,3,1306723953,1088
3009,10,451,3,1306724603,1088
3010,238,696,1,1306727044,1088
3011,696,238,1,1306727093,1088
3012,613,697,1,1306728065,1088
3013,697,613,1,1306728111,1088
3014,664,75,7,1306728417,1088
3015,238,42,4,1306728544,1088
3016,75,664,4,1306728607,1088
3017,306,603,1,1306738330,1088
3018,603,306,1,1306740609,1088
3019,632,557,1,1306745642,1088
3020,557,632,1,1306745657,1088
3021,675,557,1,1306747898,1088
3022,557,675,1,1306750589,1088
3023,693,698,1,1306750890,1088
3024,524,699,1,1306753589,1088
3025,699,524,1,-2147483648,1088
3026,10,700,1,1306758479,1088
3027,601,700,1,1306759884,1088
3028,637,603,1,1306763656,1088
3029,603,637,1,1306763824,1088
3030,10,701,1,1306767840,1088
3031,701,10,1,1306767925,1088
3032,700,10,1,-2147483648,1088
3033,700,601,1,1306770892,1088
3034,673,606,1,1306771506,1088
3035,10,606,2,1306772472,1088
3036,338,603,1,1306776000,1088
3037,603,338,1,1306776016,1088
3038,592,701,1,1306778520,1088
3039,701,702,1,1306778538,1088
3040,702,701,1,-2147483648,1088
3041,701,592,1,1306778599,1088
3042,347,26,1,1306779145,1088
3043,10,703,1,1306780556,1088
3044,703,10,1,1306780931,1088
3045,106,702,1,1306781427,1088
3046,702,106,2,1306781464,1088
3047,26,347,1,1306782389,1088
3048,128,1,8,1306782449,1088
3049,128,205,8,1306782452,1088
3050,128,184,8,-2147483648,1088
3051,128,29,8,1306782464,1088
3052,592,704,1,1306782502,1088
3053,704,592,1,1306782611,1088
3054,29,128,8,1306782884,1088
3055,29,184,8,1306782898,1088
3056,29,205,8,1306782901,1088
3057,29,0,8,1306782916,1088
3058,26,350,2,1306782934,1088
3059,646,705,1,-2147483648,1088
3060,705,646,1,1306783615,1088
3061,646,703,1,1306785172,1088
3062,691,500,5,1306786712,1088
3063,500,691,5,1306787898,1088
3064,691,706,2,1306792587,1088
3065,706,691,10,-2147483648,1088
3066,691,707,4,1306794128,1088
3067,707,691,4,1306794421,1088
3068,691,708,7,1306795988,1088
3069,708,691,7,1306796128,1088
3070,412,124,1,1306802860,1089
3071,124,412,1,1306803036,1089
3072,569,412,1,1306804343,1089
3073,412,569,1,1306804386,1089
3074,646,709,1,1306804594,1089
3075,412,673,1,1306805305,1089
3076,10,710,1,1306806552,1089
3077,710,10,1,1306806656,1089
3078,535,467,2,1306806830,1089
3079,659,711,1,1306807949,1089
3080,711,659,1,1306808107,1089
3081,163,712,2,1306810806,1089
3082,712,163,2,1306811437,1089
3083,321,163,1,1306812671,1089
3084,163,321,1,1306812688,1089
3085,365,673,1,1306812914,1089
3086,673,365,1,-2147483648,1089
3087,589,268,1,1306813379,1089
3088,268,589,1,1306813420,1089
3089,268,10,1,1306813442,1089
3090,637,713,2,1306813559,1089
3091,647,32,4,1306818256,1089
3092,228,44,7,-2147483648,1089
3093,647,483,2,-2147483648,1089
3094,483,647,2,-2147483648,1089
3095,693,691,2,1306823256,1089
3096,603,651,1,1306825076,1089
3097,698,693,3,1306832022,1089
3098,713,637,2,1306834326,1089
3099,693,714,2,1306835781,1089
3100,419,715,1,1306838893,1089
3101,606,716,1,1306844551,1089
3102,350,26,2,1306845191,1089
3103,716,606,1,1306845366,1089
3104,350,180,1,1306845835,1089
3105,230,640,1,1306857618,1089
3106,640,230,1,1306857638,1089
3107,593,444,1,-2147483648,1089
3108,593,45,1,-2147483648,1089
3109,444,593,1,1306857773,1089
3110,467,535,2,1306858270,1089
3111,1,717,1,1306859587,1089
3112,717,1,1,1306859798,1089
3113,163,718,1,1306859938,1089
3114,718,163,1,1306860049,1089
3115,230,412,1,-2147483648,1089
3116,412,230,1,1306860532,1089
3117,269,217,2,1306861010,1089
3118,412,703,1,1306861880,1089
3119,703,412,1,1306862156,1089
3120,1,703,1,-2147483648,1089
3121,703,1,1,1306862442,1089
3122,529,720,1,1306864311,1089
3123,720,529,1,-2147483648,1089
3124,593,722,1,-2147483648,1089
3125,722,593,1,1306865427,1089
3126,529,616,2,1306865896,1089
3127,616,529,2,1306866116,1089
3128,606,723,1,1306868077,1089
3129,10,593,1,1306870000,1089
3130,593,10,1,1306870011,1089
3131,723,606,1,1306870173,1089
3132,10,724,1,-2147483648,1089
3133,724,10,1,1306871619,1089
3134,725,372,1,1306873101,1089
3135,387,409,2,1306873207,1089
3136,606,106,1,1306873810,1089
3137,372,725,-10,1306876466,1089
3138,376,593,1,1306881621,1089
3139,593,376,1,1306881698,1089
3140,6,318,3,1306881774,1089
3141,221,535,1,1306882088,1089
3142,535,221,1,1306882319,1089
3143,95,726,5,1306884278,1089
3144,726,95,5,1306884638,1089
3145,6,580,2,1306885017,1089
3146,580,6,2,1306885064,1089
3147,412,710,1,1306885778,1089
3148,710,412,1,1306885820,1089
3149,154,6,6,1306886300,1089
3150,188,41,6,1306886594,1089
3151,190,727,3,1306892621,1089
3152,727,190,3,1306893140,1089
3153,593,483,2,1306894293,1089
3154,483,593,2,1306894432,1089
3155,589,483,4,-2147483648,1089
3156,483,589,4,1306896104,1089
3157,483,728,1,-2147483648,1089
3158,728,483,1,1306898690,1089
3159,45,729,10,1306906479,1089
3160,729,45,10,1306906533,1089
3161,385,313,1,1306908907,1089
3162,106,606,1,-2147483648,1089
3163,209,723,1,1306927178,1089
3164,723,209,1,1306927482,1089
3165,435,426,3,1306927698,1089
3166,426,435,3,1306927902,1089
3167,551,461,2,1306934031,1089
3168,209,731,2,1306934070,1089
3169,731,209,2,1306934225,1089
3170,551,564,1,1306936248,1089
3171,98,732,1,1306936699,1089
3172,732,98,1,1306936885,1089
3173,209,733,1,1306938523,1089
3174,688,168,1,1306938709,1089
3175,0,732,1,1306939155,1089
3176,732,0,1,1306939194,1089
3177,0,606,2,1306939892,1089
3178,606,0,2,1306939934,1089
3179,733,209,1,1306942302,1089
3180,168,688,1,1306943051,1089
3181,734,735,1,1306944965,1089
3182,735,734,1,1306945199,1089
3183,564,551,1,1306946658,1089
3184,209,736,1,1306947949,1089
3185,435,719,4,1306948150,1089
3186,736,209,1,1306949414,1089
3187,691,737,3,1306953983,1089
3188,737,691,10,1306954000,1089
3189,606,738,1,1306960265,1089
3190,738,606,1,1306960315,1089
3191,701,739,1,1306963242,1089
3192,72,740,1,1306963393,1089
3193,740,72,1,1306963429,1089
3194,230,741,1,-2147483648,1089
3195,741,230,1,1306965034,1089
3196,230,742,1,1306965580,1089
3197,742,230,1,1306965709,1089
3198,741,743,1,1306965887,1089
3199,743,741,1,1306965920,1089
3200,230,701,1,1306966112,1089
3201,701,230,1,1306966136,1089
3202,163,744,1,1306967154,1089
3203,744,163,1,1306967315,1089
3204,546,745,1,1306968278,1089
3205,745,546,1,1306968326,1089
3206,746,29,1,1306969031,1089
3207,746,747,1,1306969074,1089
3208,163,551,4,1306972331,1089
3209,740,707,1,1306972747,1089
3210,707,740,1,1306972840,1089
3211,429,495,2,-2147483648,1089
3212,495,429,2,1306973393,1089
3213,746,603,1,1306973694,1089
3214,444,748,1,1306978921,1089
3215,444,749,1,1306978933,1089
3216,284,749,1,1306979364,1089
3217,728,165,1,1306979501,1089
3218,589,310,2,1306979556,1089
3219,165,728,1,1306979633,1089
3220,310,589,2,1306979639,1089
3221,716,750,1,1306980018,1089
3222,750,716,1,1306980042,1089
3223,726,495,1,1306981250,1089
3224,138,75,1,1306981263,1089
3225,495,726,1,1306981285,1089
3226,163,751,1,1306981332,1089
3227,132,589,4,1306981886,1089
3228,589,132,4,1306981922,1089
3229,748,444,1,1306981972,1089
3230,737,692,3,1306982242,1089
3231,692,737,2,1306982248,1089
3232,751,163,1,1306982406,1089
3233,749,444,1,1306982672,1089
3234,589,692,2,1306982755,1089
3235,749,284,1,1306982762,1089
3236,692,589,3,1306982800,1089
3237,726,752,1,-2147483648,1089
3238,716,753,1,1306984224,1089
3239,753,716,1,1306984328,1089
3240,752,726,1,1306985627,1089
3241,45,41,3,1306986817,1089
3242,495,754,1,1306987715,1089
3243,754,495,1,1306988448,1089
3244,163,738,1,1306991060,1089
3245,596,547,4,1306992215,1089
3246,6,45,5,1306994515,1089
3247,599,6,2,-2147483648,1089
3248,482,755,1,-2147483648,1089
3249,716,756,1,-2147483648,1089
3250,755,482,2,1306998042,1089
3251,702,757,2,1307000025,1089
3252,757,702,2,1307000041,1089
3253,756,716,2,1307000725,1089
3254,716,758,2,-2147483648,1089
3255,758,716,2,1307002584,1089
3256,716,759,1,-2147483648,1089
3257,759,716,1,1307002765,1089
3258,496,760,2,1307003722,1089
3259,760,496,2,1307003778,1089
3260,531,375,1,1307006568,1089
3261,743,747,1,1307010627,1089
3262,747,743,1,1307011110,1089
3263,593,761,1,1307019177,1089
3264,593,762,1,1307019437,1089
3265,762,593,1,1307019576,1089
3266,761,593,1,1307019683,1089
3267,216,593,1,1307026225,1089
3268,593,216,1,1307027236,1089
3269,551,763,1,-2147483648,1089
3270,763,551,1,1307027739,1089
3271,763,483,1,1307027756,1089
3272,593,764,1,1307029270,1089
3273,764,593,1,1307029397,1089
3274,216,588,1,1307031832,1089
3275,588,216,1,1307031862,1089
3276,459,456,1,1307031971,1089
3277,459,75,4,1307032133,1089
3278,379,765,1,1307032627,1089
3279,379,608,1,1307034193,1089
3280,666,674,4,1307035550,1089
3281,608,379,1,1307035698,1089
3282,209,767,1,1307035941,1089
3283,379,721,1,1307035973,1089
3284,95,52,3,1307036096,1089
3285,495,656,2,1307036215,1089
3286,721,379,1,1307036309,1089
3287,767,209,1,1307036383,1089
3288,712,495,4,1307036737,1089
3289,656,495,2,1307037761,1089
3290,691,768,4,1307038335,1089
3291,593,1,1,1307038469,1089
3292,1,593,1,1307038479,1089
3293,1,691,1,1307038484,1089
3294,768,691,5,-2147483648,1089
3295,701,769,1,1307038629,1089
3296,769,701,1,1307038771,1089
3297,1,10,1,1307038831,1089
3298,10,1,2,1307038941,1089
3299,691,1,3,1307039032,1089
3300,379,739,1,1307039465,1089
3301,593,770,2,1307040561,1089
3302,770,593,1,1307040664,1089
3303,601,771,1,1307042967,1089
3304,771,601,1,1307042995,1089
3305,770,28,1,1307043440,1089
3306,230,772,1,1307043532,1089
3307,772,230,1,1307043573,1089
3308,28,770,1,1307043597,1089
3309,739,701,1,1307044229,1089
3310,739,379,1,1307044263,1089
3311,739,773,10,1307044315,1089
3312,773,739,10,1307044316,1089
3313,740,216,1,1307044429,1089
3314,28,639,2,1307045199,1089
3315,639,28,3,1307045224,1089
3316,601,774,1,1307045441,1089
3317,529,775,1,1307046311,1089
3318,601,565,1,1307046618,1089
3319,356,0,4,1307048882,1089
3320,0,356,4,1307049475,1089
3321,774,601,1,1307049838,1089
3322,313,0,10,-2147483648,1089
3323,0,313,5,1307051395,1089
3324,776,209,2,1307052961,1089
3325,209,776,2,1307053020,1089
3326,497,777,1,1307053181,1089
3327,777,497,1,1307053251,1089
3328,774,684,1,1307054366,1089
3329,684,774,1,1307054373,1089
3330,684,771,1,1307054552,1089
3331,771,684,1,1307054892,1089
3332,771,138,1,1307055484,1089
3333,138,771,1,1307055512,1089
3334,726,646,1,1307056628,1089
3335,646,726,1,1307056757,1089
3336,684,138,1,1307056771,1089
3337,138,684,1,1307056856,1089
3338,684,726,1,1307056911,1089
3339,726,684,1,1307056933,1089
3340,726,187,1,1307057328,1089
3341,187,726,1,1307057534,1089
3342,738,6,1,1307058219,1089
3343,3,482,1,1307058364,1089
3344,684,739,2,1307058792,1089
3345,739,684,2,1307058809,1089
3346,10,482,1,1307058884,1089
3347,187,684,1,1307058993,1089
3348,684,187,2,1307059007,1089
3349,75,138,2,1307059142,1089
3350,75,323,3,1307059249,1089
3351,323,75,3,1307059288,1089
3352,646,740,1,1307059601,1089
3353,752,646,1,1307061270,1089
3354,646,752,1,1307061354,1089
3355,403,778,2,1307061771,1089
3356,729,499,1,1307062062,1089
3357,499,729,1,-2147483648,1089
3358,738,163,3,-2147483648,1089
3359,752,377,1,1307063496,1089
3360,738,779,1,1307063588,1089
3361,779,738,1,1307063691,1089
3362,377,752,1,1307063806,1089
3363,98,754,1,1307064640,1089
3364,495,712,6,-2147483648,1089
3365,594,763,1,1307065278,1089
3366,763,594,1,1307065327,1089
3367,754,98,1,1307065836,1089
3368,41,656,2,1307067007,1089
3369,497,646,1,1307067010,1089
3370,646,497,1,1307067047,1089
3371,646,780,1,1307071149,1089
3372,780,646,1,1307071308,1089
3373,497,754,1,1307074494,1089
3374,775,529,1,1307074511,1089
3375,538,0,2,1307076088,1089
3376,684,683,2,1307077072,1089
3377,683,684,2,1307077097,1089
3378,683,497,1,1307077116,1089
3379,754,497,1,1307077146,1089
3380,729,782,2,1307077630,1089
3381,782,729,2,-2147483648,1089
3382,538,646,1,1307078760,1089
3383,483,1,2,1307079072,1089
3384,0,8,2,1307079554,1089
3385,646,538,1,1307079581,1089
3386,8,0,10,1307079616,1089
3387,783,497,1,1307082091,1089
3388,684,646,1,1307083871,1089
3389,673,483,3,1307086417,1089
3390,783,785,1,1307087177,1089
3391,785,783,1,1307087199,1089
3392,163,497,3,1307090666,1089
3393,783,786,1,1307091469,1089
3394,243,159,1,1307092052,1089
3395,159,243,1,-2147483648,1089
3396,606,787,1,1307092689,1089
3397,21,788,1,1307092762,1089
3398,785,786,1,1307093717,1089
3399,786,785,1,1307094672,1089
3400,787,606,1,1307095418,1089
3401,754,789,1,1307095654,1089
3402,789,754,1,-2147483648,1089
3403,650,790,1,1307095711,1089
3404,255,483,3,1307098400,1089
3405,736,30,1,1307102825,1089
3406,3,497,1,1307103234,1089
3407,230,734,1,1307108477,1089
3408,494,792,1,1307109082,1089
3409,792,494,1,1307109121,1089
3410,719,793,5,1307109361,1089
3411,719,435,4,-2147483648,1089
3412,719,794,4,-2147483648,1089
3413,16,736,2,1307109792,1089
3414,45,359,1,1307110635,1089
3415,359,45,1,1307110740,1089
3416,794,719,5,1307111262,1089
3417,743,21,1,1307111537,1089
3418,21,743,1,1307111544,1089
3419,743,505,1,1307112525,1089
3420,45,507,1,1307113189,1089
3421,507,45,2,1307113225,1089
3422,739,459,2,1307113536,1089
3423,771,735,1,1307113985,1089
3424,735,771,1,-2147483648,1089
3425,459,739,1,1307115140,1089
3426,738,660,1,1307115423,1089
3427,660,738,1,1307115651,1089
3428,660,792,1,1307115654,1089
3429,26,795,1,1307117081,1089
3430,738,0,1,1307117317,1089
3431,0,738,1,1307117325,1089
3432,795,26,1,1307117364,1089
3433,371,21,5,1307118611,1089
3434,735,796,1,1307119239,1089
3435,796,735,1,1307119347,1089
3436,106,779,2,1307120553,1089
3437,106,159,2,1307120673,1089
3438,159,106,2,1307120794,1089
3439,310,738,2,1307123417,1089
3440,738,310,2,1307123496,1089
3441,26,797,1,1307123683,1089
3442,714,798,2,1307123818,1089
3443,798,714,2,1307123843,1089
3444,714,693,5,1307123853,1089
3445,792,660,3,1307125271,1089
3446,43,80,10,1307125676,1089
3447,520,798,2,1307127103,1089
3448,798,520,2,1307127175,1089
3449,712,799,8,-2147483648,1089
3450,791,800,3,-2147483648,1089
3451,800,791,3,1307128708,1089
3452,170,801,1,-2147483648,1089
3453,734,230,2,-2147483648,1089
3454,801,170,1,1307129544,1089
3455,170,802,1,1307130775,1089
3456,482,10,1,1307131756,1089
3457,482,3,1,1307131767,1089
3458,779,170,1,1307131927,1089
3459,802,170,1,1307132120,1089
3460,170,779,1,1307132690,1089
3461,791,319,3,1307132898,1089
3462,734,803,2,1307135316,1089
3463,648,646,1,1307136823,1089
3464,646,648,1,1307136993,1089
3465,1,738,1,1307137061,1089
3466,738,1,2,1307137106,1089
3467,648,796,1,1307137129,1089
3468,796,648,1,-2147483648,1089
3469,646,177,1,1307137323,1089
3470,350,203,4,1307137379,1089
3471,177,646,1,1307137561,1089
3472,648,804,1,1307137609,1089
3473,804,648,1,1307137779,1089
3474,648,483,1,1307138602,1089
3475,177,805,1,1307138606,1089
3476,483,648,1,1307138903,1089
3477,646,806,1,1307140464,1089
3478,806,646,1,1307140488,1089
3479,791,728,3,1307140638,1089
3480,728,791,3,1307140720,1089
3481,791,807,3,1307140740,1089
3482,791,694,3,1307140825,1089
3483,203,808,1,1307141611,1089
3484,808,203,1,1307141669,1089
3485,805,646,1,1307141949,1089
3486,170,777,1,-2147483648,1089
3487,777,170,1,1307144286,1089
3488,188,809,1,1307145229,1089
3489,809,188,1,1307145595,1089
3490,589,255,2,1307145600,1089
3491,255,589,3,-2147483648,1089
3492,728,806,10,1307147073,1089
3493,589,810,1,1307147308,1089
3494,810,589,1,1307147353,1089
3495,810,499,1,1307147450,1089
3496,807,791,3,1307147579,1089
3497,306,797,1,1307147756,1089
3498,810,646,2,1307148138,1089
3499,797,306,1,-2147483648,1089
3500,806,728,9,1307149814,1089
3501,6,508,2,1307150279,1089
3502,546,596,3,1307152700,1089
3503,95,811,2,1307153758,1089
3504,811,95,2,1307153874,1089
3505,806,812,1,1307154194,1089
3506,812,806,1,1307154210,1089
3507,177,255,1,1307154800,1089
3508,255,177,3,1307154875,1089
3509,278,396,1,1307156123,1089
3510,521,813,1,1307156595,1089
3511,195,16,1,1307156662,1089
3512,16,195,1,1307156782,1089
3513,646,814,1,1307158261,1089
3514,814,646,1,1307158306,1089
3515,815,816,1,1307159622,1089
3516,815,646,2,1307159628,1089
3517,815,817,2,-2147483648,1089
3518,646,815,2,1307159750,1089
3519,30,818,1,1307159972,1089
3520,255,819,3,1307160803,1089
3521,819,255,2,1307160920,1089
3522,818,30,1,1307161064,1089
3523,806,264,1,1307161893,1089
3524,264,806,1,1307161897,1089
3525,813,521,1,1307162396,1089
3526,255,820,3,1307163075,1089
3527,820,255,1,1307163116,1089
3528,673,646,1,1307165035,1089
3529,163,673,1,1307166044,1089
3530,10,646,1,1307166125,1089
3531,646,821,1,1307169733,1089
3532,821,646,1,1307169760,1089
3533,646,673,1,1307169791,1089
3534,758,791,2,-2147483648,1089
3535,791,613,3,1307172632,1089
3536,613,791,3,1307172646,1089
